,-0.017714,0.87014,-3.0278,-1.1219,-0.29852,-6.4584,-0.64222
13.288,-5.4544,0.57524,8.4961,-19.5,-0.027714,3.2201,0.17224,-1.1219,-1.2985,-6.4584,0.53643
10.288,5.5456,-1.4248,-0.50391,-28.5,0.10429,-2.9599,-0.22776,-1.1219,-0.29852,-6.4584,0.35143
3.2875,5.5456,-2.4248,8.4961,-9.5004,0.048286,-2.5399,12.772,-1.1219,34.701,-6.4584,1.7844
-5.7125,-4.4544,-0.42476,-4.5039,-1.5004,-0.12371,-0.69986,-3.4278,-1.1219,-1.2985,-6.4584,-0.99735
-1.7125,2.5456,0.57524,-11.504,-29.5,0.12429,3.0301,2.9722,-1.1219,-0.29852,12.542,0.96177
12.288,-1.4544,-0.42476,2.4961,-26.5,-0.12371,-1.5299,-4.0278,-1.1219,-1.2985,-5.4584,-1.4877
12.288,0.54557,-0.42476,1.4961,-20.5,0.20429,-2.3299,-2.4278,-1.1219,-0.29852,-5.4584,-0.53904
-12.712,-5.4544,1.5752,-8.5039,13.5,0.010286,7.4901,-3.0278,-1.1219,-0.29852,-6.4584,-0.64767
2.2875,2.5456,-1.4248,-3.5039,-20.5,-0.047714,-4.8499,0.77224,-0.12192,-0.29852,10.542,0.59961
1.2875,0.54557,-0.42476,1.4961,28.5,-0.025714,-1.6499,-2.2278,-1.1219,-1.2985,-6.4584,-0.33971
2.2875,-5.4544,0.57524,-0.50391,24.5,0.30029,-2.4199,7.7722,-0.12192,-0.29852,11.542,1.4386
3.2875,-2.4544,-1.4248,4.4961,-17.5,-0.12371,0.42014,-4.0278,-1.1219,-1.2985,-6.4584,-1.6983
-14.712,4.5456,-0.42476,0.49609,14.5,-0.071714,0.00014203,-2.6278,-1.1219,-1.2985,-6.4584,-0.50057
-0.71245,0.54557,1.5752,-5.5039,-26.5,-0.12371,-0.41986,-1.6278,-1.1219,-1.2985,-5.4584,0.00931
-4.7125,0.54557,0.57524,2.4961,20.5,0.00028552,1.4101,2.1722,-0.12192,-1.2985,11.542,0.86547
1.2875,-0.45443,1.5752,9.4961,7.4996,-0.063714,0.86014,-1.4278,-1.1219,0.70148,-5.4584,0.11155
13.288,4.5456,0.57524,4.4961,-26.5,-0.013714,5.9501,-1.6278,-1.1219,-0.29852,-5.4584,0.077736
0.28755,2.5456,1.5752,-6.5039,-29.5,-0.12371,-0.56986,-4.0278,-1.1219,-1.2985,-5.4584,-1.5945
1.2875,-0.45443,-1.4248,-2.5039,27.5,-0.12371,1.7201,-1.8278,-1.1219,-1.2985,-2.4584,-0.29648
2.2875,-3.4544,0.57524,2.4961,-6.5004,-0.12371,5.8501,0.77224,-1.1219,-1.2985,12.542,0.65161
14.288,-5.4544,1.5752,-4.5039,-6.5004,-0.055714,1.4601,7.1722,-1.1219,-1.2985,11.542,1.4111
-9.7125,1.5456,1.5752,-4.5039,9.4996,-0.019714,-1.6199,-3.6278,-1.1219,0.70148,-5.4584,-1.0531
-11.712,4.5456,-0.42476,6.4961,-13.5,0.00028552,-6.7499,12.972,-1.1219,35.701,-6.4584,1.7718
-7.7125,-1.4544,-1.4248,-8.5039,9.4996,-0.12371,-4.2399,-2.8278,-1.1219,-1.2985,-6.4584,-0.43221
-11.712,3.5456,0.57524,-7.5039,-24.5,0.11229,4.7601,-3.0278,-1.1219,-0.29852,-5.4584,-0.79456
10.288,1.5456,-1.4248,-2.5039,6.4996,-0.12371,-1.9199,0.37224,-1.1219,-1.2985,10.542,0.56284
-5.7125,2.5456,1.5752,6.4961,-0.50043,0.066286,-1.4499,1.7722,0.87808,-1.2985,11.542,0.79183
9.2875,4.5456,1.5752,5.4961,15.5,-0.12371,-3.2699,2.5722,-1.1219,-1.2985,-6.4584,0.91248
-12.712,3.5456,-1.4248,-7.5039,-13.5,-0.047714,0.88014,-3.4278,-1.1219,-1.2985,-6.4584,-0.80091
-9.7125,2.5456,0.57524,-8.5039,-23.5,0.068286,1.6001,-3.0278,-1.1219,-0.29852,-6.4584,-0.76341
-6.7125,-5.4544,-1.4248,-1.5039,-4.5004,-0.029714,-3.3599,0.77224,-1.1219,-1.2985,10.542,0.629
9.2875,2.5456,0.57524,3.4961,-24.5,-0.12371,2.0201,-4.0278,-1.1219,-1.2985,-5.4584,-1.6525
-10.712,2.5456,-1.4248,1.4961,25.5,0.21429,-0.64986,-2.6278,-1.1219,0.70148,-6.4584,-0.66977
-3.7125,1.5456,0.57524,-0.50391,-3.5004,0.012286,-1.0199,-3.6278,-1.1219,-0.29852,-6.4584,-1.095
-5.7125,1.5456,-0.42476,-7.5039,-15.5,-0.12371,1.4001,-4.4278,-1.1219,-1.2985,-6.4584,-2.1436
1.2875,0.54557,-0.42476,-11.504,-1.5004,-0.017714,1.3101,-2.2278,-1.1219,-0.29852,-6.4584,-0.17018
-11.712,-3.4544,1.5752,-9.5039,16.5,-0.017714,4.0201,-3.2278,-1.1219,-0.29852,-5.4584,-0.71549
6.2875,0.54557,0.57524,4.4961,8.4996,0.066286,2.1201,-2.6278,-1.1219,-1.2985,-6.4584,-0.41474
8.2875,-4.4544,0.57524,-11.504,11.5,-0.12371,1.2201,0.77224,-1.1219,-1.2985,11.542,0.6366
11.288,-0.45443,-1.4248,3.4961,8.4996,-0.12371,0.51014,-4.0278,-1.1219,-1.2985,-6.4584,-1.6828
-9.7125,2.5456,-1.4248,8.4961,3.4996,0.020286,-2.6199,-3.4278,-1.1219,-1.2985,-6.4584,-1.045
-1.7125,-1.4544,1.5752,-6.5039,22.5,-0.12371,1.5801,-3.4278,-1.1219,-1.2985,-6.4584,-0.86673
-10.712,4.5456,-0.42476,-4.5039,-26.5,-0.12371,-3.9899,12.172,-1.1219,-1.2985,-6.4584,1.7442
9.2875,0.54557,1.5752,-9.5039,-11.5,-0.033714,-3.0999,-3.6278,-1.1219,0.70148,-5.4584,-1.0614
-14.712,0.54557,1.5752,-10.504,10.5,0.18029,-0.58986,-2.4278,-1.1219,-0.29852,-5.4584,-0.46353
5.2875,-0.45443,-1.4248,-2.5039,28.5,0.22229,-1.1299,-2.6278,-1.1219,-0.29852,-6.4584,-0.6981
2.2875,5.5456,-1.4248,4.4961,6.4996,-0.0057145,7.1201,-2.4278,-1.1219,-0.29852,-6.4584,-0.31589
15.288,0.54557,0.57524,2.4961,-16.5,0.082286,1.0201,-3.2278,-1.1219,0.70148,-5.4584,-0.87355
12.288,-4.4544,0.57524,-5.5039,23.5,0.018286,2.1201,1.5722,-1.1219,-1.2985,11.542,0.75757
0.28755,1.5456,-1.4248,-1.5039,8.4996,0.010286,-4.3199,2.1722,-1.1219,-1.2985,10.542,0.84603
-9.7125,3.5456,-1.4248,-8.5039,18.5,0.050286,-0.28986,-2.8278,-1.1219,-1.2985,-6.4584,-0.56385
9.2875,-0.45443,-0.42476,3.4961,23.5,-0.0017145,-1.1599,-3.2278,-1.1219,-1.2985,-5.4584,-0.70966
-12.712,-3.4544,1.5752,8.4961,22.5,0.080286,-2.7699,1.5722,-1.1219,-0.29852,11.542,0.75084
-6.7125,0.54557,-0.42476,-4.5039,-5.5004,-0.12371,-4.9099,3.5722,-1.1219,-1.2985,11.542,1.0324
-3.7125,-4.4544,-0.42476,6.4961,-18.5,-0.12371,-1.0299,-0.42776,-1.1219,-1.2985,-6.4584,0.36542
0.28755,-0.45443,0.57524,0.49609,15.5,0.26429,-0.43986,1.9722,-1.1219,-1.2985,11.542,0.80597
7.2875,-1.4544,1.5752,-7.5039,1.4996,0.034286,-0.029858,-2.8278,-1.1219,-1.2985,-6.4584,-0.56385
-6.7125,0.54557,-0.42476,5.4961,-5.5004,0.012286,1.1401,-3.4278,-1.1219,-0.29852,-6.4584,-1.0531
-8.7125,-1.4544,0.57524,4.4961,-0.50043,-0.12371,2.7901,-3.6278,-1.1219,-1.2985,-5.4584,-0.99735
-10.712,4.5456,-0.42476,-8.5039,-28.5,-0.063714,-0.079858,-3.4278,-1.1219,-0.29852,-6.4584,-0.9084
-7.7125,0.54557,0.57524,2.4961,-15.5,0.096286,0.30014,-2.8278,-1.1219,-0.29852,-5.4584,-0.68667
14.288,-0.45443,0.57524,-1.5039,-19.5,0.18429,-3.2699,2.5722,-1.1219,0.70148,11.542,0.87743
13.288,4.5456,-0.42476,7.4961,12.5,0.31829,-2.9799,12.172,37.878,-1.2985,-6.4584,1.7452
-11.712,1.5456,-0.42476,3.4961,19.5,-0.12371,-1.3799,-4.0278,-1.1219,-1.2985,-5.4584,-1.6087
12.288,-3.4544,-1.4248,-3.5039,-0.50043,-0.12371,-2.5499,7.1722,-0.12192,-1.2985,11.542,1.3984
9.2875,-2.4544,-0.42476,-9.5039,8.4996,-0.12371,0.32014,-3.6278,-1.1219,-1.2985,-5.4584,-1.0209
-1.7125,-4.4544,0.57524,10.496,-26.5,-0.12371,0.65014,2.3722,-1.1219,-1.2985,11.542,0.89628
-7.7125,-1.4544,-0.42476,9.4961,24.5,0.064286,-0.95986,5.3722,-1.1219,-1.2985,11.542,1.2296
-5.7125,5.5456,0.57524,2.4961,-11.5,-0.12371,3.4201,0.77224,-1.1219,-1.2985,12.542,0.6531
-5.7125,2.5456,0.57524,-9.5039,9.4996,-0.0057145,0.43014,-3.6278,-1.1219,-1.2985,-6.4584,-1.1036
9.2875,-5.4544,-0.42476,-9.5039,19.5,-0.027714,2.3501,-2.6278,-1.1219,-1.2985,-6.4584,-0.42781
2.2875,2.5456,1.5752,-6.5039,-23.5,-0.071714,2.0601,-4.0278,-1.1219,-1.2985,-6.4584,-1.5531
5.2875,-2.4544,-1.4248,3.4961,-26.5,-0.12371,2.3201,0.37224,-1.1219,-1.2985,11.542,0.56609
-4.7125,4.5456,-1.4248,9.4961,-27.5,0.032286,-1.6999,5.7722,-1.1219,-1.2985,-6.4584,1.2753
-13.712,4.5456,-0.42476,3.4961,-25.5,0.090286,5.3901,-1.8278,-1.1219,-1.2985,-6.4584,-0.13031
-5.7125,-4.4544,1.5752,-3.5039,-21.5,0.0042855,-2.9599,3.5722,-1.1219,-1.2985,11.542,1.0365
-0.71245,-3.4544,0.57524,-9.5039,8.4996,-0.0097145,3.4301,1.5722,-1.1219,0.70148,11.542,0.76425
5.2875,-0.45443,0.57524,-7.5039,3.4996,0.10629,1.5101,-0.62776,-1.1219,-1.2985,5.5416,0.2977
-9.7125,4.5456,1.5752,-3.5039,-12.5,0.064286,-1.6199,4.1722,-1.1219,0.70148,11.542,1.1145
-1.7125,2.5456,-0.42476,-0.50391,-5.5004,0.35829,0.13014,0.37224,-1.1219,-1.2985,-5.4584,0.46541
4.2875,-4.4544,0.57524,1.4961,18.5,-0.0017145,-1.1599,-1.2278,-1.1219,-1.2985,-6.4584,0.085641
0.28755,4.5456,1.5752,-2.5039,2.4996,-0.12371,-3.3799,0.97224,-1.1219,-0.29852,10.542,0.66787
4.2875,2.5456,-0.42476,5.4961,-29.5,-0.12371,0.38014,0.37224,-1.1219,-1.2985,12.542,0.56121
5.2875,5.5456,0.57524,-0.50391,-21.5,-0.051714,6.7901,-3.0278,-1.1219,-1.2985,-6.4584,-0.65315
5.2875,-2.4544,1.5752,5.4961,2.4996,-0.061714,0.49014,0.77224,-1.1219,-1.2985,12.542,0.6366
-4.7125,0.54557,0.57524,-3.5039,16.5,-0.047714,-2.3099,3.9722,-1.1219,-1.2985,22.542,1.0898
2.2875,4.5456,-1.4248,10.496,-11.5,-0.12371,0.51014,1.3722,-1.1219,-1.2985,-6.4584,0.75084
5.2875,-5.4544,-1.4248,-6.5039,-28.5,-0.015714,1.4601,5.3722,-1.1219,-1.2985,-6.4584,1.2453
-9.7125,3.5456,-0.42476,10.496,19.5,-0.12371,-1.8899,3.3722,-1.1219,-1.2985,11.542,1.0046
-1.7125,0.54557,1.5752,11.496,20.5,-0.12371,-1.3899,6.1722,-1.1219,-1.2985,11.542,1.3122
5.2875,-4.4544,-0.42476,-2.5039,-15.5,-0.029714,0.59014,1.1722,-1.1219,-1.2985,10.542,0.69106
-11.712,2.5456,0.57524,7.4961,-28.5,0.070286,0.59014,-2.8278,-1.1219,-1.2985,-5.4584,-0.57904
-3.7125,2.5456,-0.42476,-0.50391,17.5,0.25229,-1.9299,1.5722,-1.1219,-1.2985,-5.4584,0.69535
-4.7125,-4.4544,0.57524,-3.5039,-3.5004,-0.073714,-1.1699,0.57224,-1.1219,-1.2985,11.542,0.59489
2.2875,2.5456,1.5752,-7.5039,-19.5,-0.055714,2.1301,-3.6278,-1.1219,-0.29852,-5.4584,-1.1567
3.2875,4.5456,-1.4248,-3.5039,-7.5004,-0.077714,-1.0499,0.57224,-1.1219,-1.2985,10.542,0.60743
-6.7125,-2.4544,0.57524,9.4961,9.4996,-0.045714,-3.0299,19.572,-1.1219,-1.2985,11.542,2.1091
-7.7125,1.5456,1.5752,10.496,27.5,-0.12371,1.9801,-4.0278,-1.1219,-1.2985,-5.4584,-1.4877
12.288,2.5456,-1.4248,-4.5039,-12.5,-0.027714,-2.1499,2.5722,-1.1219,-1.2985,11.542,0.91363
5.2875,-1.4544,-1.4248,2.4961,26.5,0.050286,-6.1599,-3.0278,-1.1219,0.70148,-6.4584,-0.65315
-2.7125,0.54557,-1.4248,-4.5039,2.4996,-0.12371,-1.6999,5.7722,-1.1219,-1.2985,11.542,1.2404
-14.712,2.5456,-1.4248,9.4961,-6.5004,0.074286,-2.0399,1.1722,-1.1219,-1.2985,-6.4584,0.68387
-10.712,2.5456,-0.42476,6.4961,16.5,-0.011714,-1.4199,-3.6278,-1.1219,-0.29852,-5.4584,-1.121
-6.7125,-4.4544,0.57524,-10.504,-28.5,-0.027714,5.5701,-3.0278,-1.1219,-1.2985,-6.4584,-0.63141
7.2875,-2.4544,-1.4248,1.4961,4.4996,-0.12371,-2.5899,-4.0278,-1.1219,-1.2985,-6.4584,-1.5945
4.2875,-0.45443,-1.4248,10.496,-5.5004,0.11429,-0.88986,6.1722,36.878,-0.29852,-6.4584,1.3206
-12.712,1.5456,-1.4248,11.496,-3.5004,-0.0017145,-4.5099,-3.4278,-1.1219,-1.2985,-6.4584,-1.1036
12.288,0.54557,0.57524,-8.5039,3.4996,0.14429,2.3701,-2.8278,-1.1219,0.70148,-6.4584,-0.73319
